id,naziv,adresa,pbroj,mesto,opstina,okrug,suprava,www,tel,fax,vrsta,odeljenja,gps
60,"22. октобар","Маршала Тита 8",11271,Сурчин,Сурчин,"Град Београд",Београд,http://www.os22oktobarsurcin.edu.rs,0118440511,0118440132,"Основна школа",32,"44.69989765840318,20.28076171875"
61,"Стеван Сремац","Маршала Тита 6",11272,Добановци,Сурчин,"Град Београд",Београд,http://stevansremac.edu.rs,0118465645,0118465499,"Основна школа",27,"44.825864930999465,20.222911834716797"
56,"Бошко Палковљевић Пинки","Пуковника Миленка Павловића 7а",11273,Батајница,Земун,"Град Београд",Београд,http://www.ospinkibatajnica.nasaskola.rs,0117870077,0117870077,"Основна школа",28,"44.90622555476277,20.273895263671875"
57,"Бранко Радичевић","Браће Михајловић Трипић 2",11273,Батајница,Земун,"Град Београд",Београд,http://osbrankoradicevic.edu.rs,0117870046,0117870277,"Основна школа",48,"44.90057174047824,20.28125524520874"
58,"Светислав Голубовић Митраљета","Далматинске загоре 94",11273,Батајница,Земун,"Град Београд",Београд,http://www.osmitraljeta.edu.rs,7870080,7870080,"Основна школа",36,"44.90114930614533,20.288915634155273"
64,"Бранко Радичевић","Браће Кокар 5",11275,Бољевци,Сурчин,"Град Београд",Београд,http://osbrankoboljevci.znanje.info/,8403454,8403454,"Основна школа",16,"44.72356984097591,20.216703191399574"
63,"Вожд Карађорђе","Бољевачка 2",11276,Јаково,Сурчин,"Град Београд",Београд,http://www.vozd.edu.rs,0118416714,0118416439,"Основна школа",24,"44.75407835048001,20.256879329681396"
62,"Станко Марић","Учитеља Цвеје 5",11277,Угриновци,Земун,"Град Београд",Београд,http://www.stankomaric.edu.rs,0118409308,0118408348,"Основна школа",23,"44.87648360723508,20.19111156463623"
65,"Душан Вукасовић Диоген","11. октобра 36",11279,Бечмен,Сурчин,"Град Београд",Београд,http://www.osbecmendiogen.edu.rs,0118438217,0118438217,"Основна школа",18,"44.779733192138885,20.20660400390625"
169,"Сава Шумановић","Добановачки пут 107",11283,Алтина,Земун,"Град Београд",Београд,http://www.savasumanovic.edu.rs,0113170491,0113170470,"Основна школа",32,"44.84551917839123,20.35487651824951"
626,"Димитрије Давидовић","Анте Протића 3",11300,Смедерево,Смедерево,Подунавски,Пожаревац,http://ddskola.edu.rs,026617377,026616392,"Основна школа",52,"44.663479380243565,20.924127101898193"
627,"Др Јован Цвијић","Др Јована Цвијића 9",11300,Смедерево,Смедерево,Подунавски,Пожаревац,http://www.cvijiceva.edu.rs,026641450,026641451,"Основна школа",44,"44.661856,20.928719"
628,"Јован Јовановић Змај","16.октобра бб",11300,Смедерево,Смедерево,Подунавски,Пожаревац,http://jjzsd.edu.rs,026654374,026641290,"Основна школа",28,"44.653649999770494,20.939123332500458"
1215,"Свети Сава","Металуршка бб",11300,Смедерево,Смедерево,Подунавски,Пожаревац,http://www.11811.rs/PoslovneStrane/O%C5%A0-SVETI-SAVA-/Osnovne-%C5%A1kole/Smederevo/29a86f138f27a808,026663990,026662266,"Основна школа",19,"44.629573191951046,20.7916259765625"
629,"Бранислав Нушић","Балканска 31",11300,Смедерево,Смедерево,Подунавски,Пожаревац,http://osbnusic,0264617379,0264617378,"Основна школа",32,"44.653691 , 20.913796"
630,"Доситеј Обрадовић","Ђуре Даничића 84",11300,Смедерево,Смедерево,Подунавски,Пожаревац,http://www.dositejevci.rs,0264617381,0264617380,"Основна школа",39,"44.65431780935088,20.931996703147888"
631,"Бранко Радичевић","Црвене Армије 142",11300,Смедерево,Смедерево,Подунавски,Пожаревац,http://www.osbrankoradicevic.com,026641370,026641371,"Основна школа",32,"44.64462045941264,20.94814360141754"
26,"Илија Гарашанин","Булевар револуције 11",11306,Гроцка,Гроцка,"Град Београд",Београд,http://ilijagarasanin.rs/,0118501235,0118500375,"Основна школа",28,"44.6734444264376,20.714828968048096"
29,"Иво Лола Рибар","Живана Јовановића 1",11308,Бегаљица,Гроцка,"Град Београд",Београд,http://www.lolabegaljica.znanje.info/,0605432250,0118530717,"Основна школа",14,"44.63229130272061,20.6947660446167"
632,"Вук Караџић","Вука Караџића 1",11310,Липе,Смедерево,Подунавски,Пожаревац,https://sites.google.com/site/osnovnasvukkaradziclipe/,026771155,026771155,"Основна школа",15,"44.653512620845966,21.004486083984375"
633,"Иво Андрић","Спасоја Пејановића бб",11311,Радинац,Смедерево,Подунавски,Пожаревац,http://www.osivoandric.edu.rs,026701078,026701078,"Основна школа",25,"44.62688549659287,20.96693515777588"
640,"Сава Ковачевић","Црногорска 2",11312,Михајловац,Смедерево,Подунавски,Пожаревац,http://wwwossavakovacevic.edu.rs,026741031,026741651,"Основна школа",15,"44.54103376870059,20.969079494825564"
635,"Ђура Јакшић","Маршала Тита бб",11313,"Мала Крсна",Смедерево,Подунавски,Пожаревац,http://os-djjaksic.rs,026731731,026731731,"Основна школа",8,"44.582756, 21.005981"
637,"Херој Срба","Кнез Михајла бб",11314,Осипаоница,Смедерево,Подунавски,Пожаревац,http://www.osherojsrbaosipaonica.edu.rs,026751333,026751333,"Основна школа",16,"44.549267, 21.058108"
639,"Херој Света Младеновић","Краља Александра 95",11315,Сараорци,Смедерево,Подунавски,Пожаревац,https://sites.google.com/site/ossaraorci/home,026781082,026781630,"Основна школа",9,"45.35214524585177,20.8245849609375"
653,"Никола Тесла","11316 Голобок",11316,Голобок,"Смедеревска Паланка",Подунавски,Пожаревац,https://golobokskola.wordpress.com,026381007,026381007,"Основна школа",8,"44.45311309501108,21.004164218902588"
625,"Радица Ранковић","Трг Првобораца 7",11317,Лозовик,"Велика Плана",Подунавски,Пожаревац,www.osradicarankovic.edu.rs,026831554,026831123,"Основна школа",21,"44.468336205159076,21.100101470947266"
624,"Академик Радомир Лукић","Трг јединства 13",11318,Милошевац,"Велика Плана",Подунавски,Пожаревац,http://skola-akademik.edu.rs,026801339,026802233,"Основна школа",19,"44.44151314741208,21.110057830810547"
620,"Вук Караџић","Николе Пашића 4",11319,Крњево,"Велика Плана",Подунавски,Пожаревац,http://osvukkaradzic-krnjevo.edu.rs,026821951,026821115,"Основна школа",12,"44.405501, 21.046362"
619,"Надежда Петровић","10. октобар бр. 54",11320,"Велика Плана","Велика Плана",Подунавски,Пожаревац,http://osnadezda.weebly.com,026515879,026513066,"Основна школа",8,"44.20,23.4"
